file,refNum,cue,citation,currentCaseId,caseId,miranda,referenceUrl
"coa/2013/2013_07515.md","14","bare","People v Lingle (16 NY3d 621 [2011]) as compelling its conclusion that ""a resentencing to correct the flawed imposition of PRS does not vacate the o","2013_07515","2011_03308","https://miranda.jurisware.com/case/2011_03308/","[14] https://www.nycourts.gov/reporter/3dseries/2011/2011_03308.htm"
"coa/2013/2013_07515.md","15","bare","People v Brinson, 21 NY3d 490, 495-496 [2013]; Lingle, 16 NY3d at 630; [16]People v Williams, 14 NY3d 198, 206, 217 [2010]; Sparber, 10 NY3d at 469-4","2013_07515","2013_04758","https://miranda.jurisware.com/case/2013_04758/","[15] https://www.nycourts.gov/reporter/3dseries/2013/2013_04758.htm"
"coa/2013/2013_07515.md","17","see","People v Velez, 19 NY3d 642, 645-646 [2012]; [18]People v Acevedo, 17 NY3d 297, 303 [2011]; Williams, 14 NY3d at 207-208). Under Penal Law § 70.85,","2013_07515","2012_05198","https://miranda.jurisware.com/case/2012_05198/","[17] https://www.nycourts.gov/reporter/3dseries/2012/2012_05198.htm"
"coa/2013/2013_07515.md","19","bare","People v Acevedo (17 NY3d 297, 303 [2011]), Sparber resentencing ensures ""that a sentence in connection with which PRS is required will in fact legal","2013_07515","2011_05582","https://miranda.jurisware.com/case/2011_05582/","[19] https://www.nycourts.gov/reporter/3dseries/2011/2011_05582.htm"
"coa/2013/2013_07515.md","20","bare","People v Biggs, 1 NY3d 225, 228-229 [2003]). It follows that a court corrects an illegal sentence by vacating that sentence and imposing a new one","2013_07515","2003_18984","https://miranda.jurisware.com/case/2003_18984/","[20] https://www.nycourts.gov/reporter/3dseries/2003/2003_18984.htm"
"coa/2013/2013_07651.md","7","bare","People v Hawkins, 11 NY3d 484, 491-492 [2008]).","2013_07651","2008_09254","https://miranda.jurisware.com/case/2008_09254/","[7] https://www.nycourts.gov/reporter/3dseries/2008/2008_09254.htm"
"coa/2013/2013_07651.md","8","bare","People v Louree (8 NY3d 541 [2007]) we concluded that a defendant need not move to withdraw a guilty plea in order to obtain appellate review of a","2013_07651","2007_04679","https://miranda.jurisware.com/case/2007_04679/","[8] https://www.nycourts.gov/reporter/3dseries/2007/2007_04679.htm"
"coa/2013/2013_07651.md","10","see","People v Gravino, 14 NY3d 546, 553 [2010]). To that end, while the court need not inform the defendant of every possible repercussion of a guilty ple","2013_07651","2010_04025","https://miranda.jurisware.com/case/2010_04025/","[10] https://www.nycourts.gov/reporter/3dseries/2010/2010_04025.htm"
"coa/2013/2013_07651.md","11","see","People v Catu, 4 NY3d 242, 244 [2005]; Ford, 86 NY2d at 403; see also Brady v United States, 397 US 742, 755 [1970]). On the other hand, the cour","2013_07651","2005_02362","https://miranda.jurisware.com/case/2005_02362/","[11] https://www.nycourts.gov/reporter/3dseries/2005/2005_02362.htm"
"coa/2013/2013_07651.md","12","see","People v Monk, 21 NY3d 27, 32 [2013]; see also United States v Youngs, 687 F3d 56, 60 [2d Cir 2012]; United States v Delgado-Ramos, 635 F3d 1237,","2013_07651","2013_03022","https://miranda.jurisware.com/case/2013_03022/","[12] https://www.nycourts.gov/reporter/3dseries/2013/2013_03022.htm"
"coa/2013/2013_07651.md","13","see","People v Belliard, 20 NY3d 381, 385[*9][2013]). Examples of direct consequences include the forfeiture of trial rights (see Boykin, 395 US at 243-244)","2013_07651","2013_00884","https://miranda.jurisware.com/case/2013_00884/","[13] https://www.nycourts.gov/reporter/3dseries/2013/2013_00884.htm"
"coa/2013/2013_07651.md","14","bare","People v Harnett, 16 NY3d 200, 205 [2011]), and the imposition of mandatory postrelease{**22 NY3d at 185} supervision (see Catu, 4 NY3d at 244-245).","2013_07651","2011_00744","https://miranda.jurisware.com/case/2011_00744/","[14] https://www.nycourts.gov/reporter/3dseries/2011/2011_00744.htm"
"coa/2013/2013_07651.md","18","see","People v Taylor, 9 NY3d 129, 148 [2007]).","2013_07651","2007_07911","https://miranda.jurisware.com/case/2007_07911/","[18] https://www.nycourts.gov/reporter/3dseries/2007/2007_07911.htm"
"coa/2013/2013_07651.md","19","bare","People v Lopez, 16 NY3d 375, 384 n 5 [2011]; see [*17]Taylor, 9 NY3d at 148-149; Eastern Consol. Props. v Adelaide Realty Corp., 95 NY2d 785, 787 [","2013_07651","2011_01316","https://miranda.jurisware.com/case/2011_01316/","[19] https://www.nycourts.gov/reporter/3dseries/2011/2011_01316.htm"
"coa/2013/2013_07651.md","20","bare","Policano v Herbert, 7 NY3d 588, 604 [2006] [internal quotation marks and citation omitted]). In determining the precedential effect to be given to a p","2013_07651","2006_08284","https://miranda.jurisware.com/case/2006_08284/","[20] https://www.nycourts.gov/reporter/3dseries/2006/2006_08284.htm"
"coa/2013/2013_07651.md","29","see","People v Haffiz, 19 NY3d 883, 885 [2012]; [30]People v McLean, 15 NY3d 117, 121 [2010]). Where a defendant's complaint about counsel is predicated o","2013_07651","2012_04376","https://miranda.jurisware.com/case/2012_04376/","[29] https://www.nycourts.gov/reporter/3dseries/2012/2012_04376.htm"
"coa/2013/2013_07651.md","32","see","People v Baret, 11 NY3d 31, 33-34 [2008]), and there is ""no basis for disturbing the conclusion of both courts below"" that defendant's claim was ""","2013_07651","2008_05771","https://miranda.jurisware.com/case/2008_05771/","[32] https://www.nycourts.gov/reporter/3dseries/2008/2008_05771.htm"
"coa/2013/2013_07651.md","34","bare","People v Gravino (14 NY3d 546 [2010] [SORA registration is a significant, but a collateral, consequence of a conviction]) and [35]People v Harnett (1","2013_07651","2010_04025","https://miranda.jurisware.com/case/2010_04025/","[34] https://www.nycourts.gov/reporter/3dseries/2010/2010_04025.htm"
"coa/2013/2013_07651.md","36","bare","People v Gravino, 14 NY3d 546, 559 [2010]).","2013_07651","2010_04025","https://miranda.jurisware.com/case/2010_04025/","[36] https://www.nycourts.gov/reporter/3dseries/2010/2010_04025.htm"
"coa/2013/2013_07651.md","37","and","see People v Cornell, 16 NY3d 801, 802 [2011] [""due process requires that the record must be clear that the plea represents a voluntary and intelligent c","2013_07651","2011_02078","https://miranda.jurisware.com/case/2011_02078/","[37] https://www.nycourts.gov/reporter/3dseries/2011/2011_02078.htm"
"coa/2013/2013_07651.md","38","bare","People v Louree, 8 NY3d 541, 544-545 [2007]; see also plurality op at184). Yet, while recognizing that the court has an independent due process obl","2013_07651","2007_04679","https://miranda.jurisware.com/case/2007_04679/","[38] https://www.nycourts.gov/reporter/3dseries/2007/2007_04679.htm"
"coa/2013/2013_07651.md","39","bare","People v Catu (4 NY3d 242 [2005]), for example, we said:{**22 NY3d at 210}","2013_07651","2005_02362","https://miranda.jurisware.com/case/2005_02362/","[39] https://www.nycourts.gov/reporter/3dseries/2005/2005_02362.htm"
"coa/2013/2013_07651.md","42","bare","People v Harnett (16 NY3d 200 [2011]) it was observed in a purely theoretical aside that ""the issue of whether the plea was voluntary may be closely","2013_07651","2011_00744","https://miranda.jurisware.com/case/2011_00744/","[42] https://www.nycourts.gov/reporter/3dseries/2011/2011_00744.htm"
"coa/2013/2013_07651.md","46","see","People v Jean-Baptiste, 11 NY3d 539, 542 [2008])—a bright line demarcation we have adhered to, even where there has been lengthy delay attributable to the","2013_07651","2008_09253","https://miranda.jurisware.com/case/2008_09253/","[46] https://www.nycourts.gov/reporter/3dseries/2008/2008_09253.htm"
"coa/2013/2013_07651.md","47","see","e.g. People v Martinez, 20 NY3d 971 [2012]).","2013_07651","2012_08668","https://miranda.jurisware.com/case/2012_08668/","[47] https://www.nycourts.gov/reporter/3dseries/2012/2012_08668.htm"
"coa/2013/2013_07654.md","3","bare","People v Hughes, 83 AD3d 960 [2d Dept 2011]). A Judge of this Court granted leave to appeal (19 NY3d 961 [2012]), and we now affirm.","2013_07654","2011_03262","https://miranda.jurisware.com/case/2011_03262/","[3] https://www.nycourts.gov/reporter/3dseries/2011/2011_03262.htm"
"coa/2013/2013_07655.md","3","bare","People v Jones, 103 AD3d 411 [1st Dept 2013]). A Judge of this Court granted leave to appeal (21 NY3d 944 [2013]), and we now affirm.","2013_07655","2013_00690","https://miranda.jurisware.com/case/2013_00690/","[3] https://www.nycourts.gov/reporter/3dseries/2013/2013_00690.htm"
"coa/2013/2013_07656.md","3","see","People v Decker, 13 NY3d 12, 16 [2009]).","2013_07656","2009_04695","https://miranda.jurisware.com/case/2009_04695/","[3] https://www.nycourts.gov/reporter/3dseries/2009/2009_04695.htm"
"coa/2013/2013_07658.md","3","see also","People v Haffiz, 19 NY3d 883, 884 [2012]). Specifically, the Court held that counsel ""must advise her client regarding the risk of deportation,"" but","2013_07658","2012_04376","https://miranda.jurisware.com/case/2012_04376/","[3] https://www.nycourts.gov/reporter/3dseries/2012/2012_04376.htm"
"coa/2013/2013_07658.md","4","bare","People v McDonald, 1 NY3d 109, 114 [2003]; compare Pilla v United States, 668 F3d 368, 372-373 [6th Cir 2012], with United States v Akinsade, 686 F3d","2013_07658","2003_18777","https://miranda.jurisware.com/case/2003_18777/","[4] https://www.nycourts.gov/reporter/3dseries/2003/2003_18777.htm"
"coa/2013/2013_07658.md","8","bare","People v Concepcion (17 NY3d 192 [2011]) and People v LaFontaine (92 NY2d 470, 474 [1998]).","2013_07658","2011_05110","https://miranda.jurisware.com/case/2011_05110/","[8] https://www.nycourts.gov/reporter/3dseries/2011/2011_05110.htm"
"coa/2013/2013_07757.md","9","bare","People v Feingold (7 NY3d 288 [2006]) and asked the parties whether the holding of that case was applicable if defendant was oblivious to his surroun","2013_07757","2006_05233","https://miranda.jurisware.com/case/2006_05233/","[9] https://www.nycourts.gov/reporter/3dseries/2006/2006_05233.htm"
"coa/2013/2013_07757.md","10","bare","People v Feingold (7 NY3d 288 [2006]), depraved indifference is a culpable mental state. That mental state ""is best understood as an utter disregard","2013_07757","2006_05233","https://miranda.jurisware.com/case/2006_05233/","[10] https://www.nycourts.gov/reporter/3dseries/2006/2006_05233.htm"
"coa/2013/2013_07757.md","11","bare","People v Valencia (14 NY3d 927 [2010]), we addressed a fact pattern similar to the cases at issue. After spending the evening drinking at a friend's h","2013_07757","2010_05284","https://miranda.jurisware.com/case/2010_05284/","[11] https://www.nycourts.gov/reporter/3dseries/2010/2010_05284.htm"
"coa/2013/2013_07757.md","12","bare","People v Prindle (16 NY3d 768 [2011]), the defendant led the police on a high speed chase after attempting to steal two snow plows and ultimately cra","2013_07757","2011_01320","https://miranda.jurisware.com/case/2011_01320/","[12] https://www.nycourts.gov/reporter/3dseries/2011/2011_01320.htm"
"coa/2013/2013_07757.md","13","bare","People v Suarez, 6 NY3d 202, 214 [2005] [citations omitted]).","2013_07757","2005_09811","https://miranda.jurisware.com/case/2005_09811/","[13] https://www.nycourts.gov/reporter/3dseries/2005/2005_09811.htm"
"coa/2013/2013_07757.md","14","bare","People v Danielson, 9 NY3d 342, 349 [2007] [internal quotation marks and citations omitted]). The reviewing court must ""marshal competent facts most f","2013_07757","2007_09814","https://miranda.jurisware.com/case/2007_09814/","[14] https://www.nycourts.gov/reporter/3dseries/2007/2007_09814.htm"
"coa/2013/2013_07757.md","17","bare","People v Turner, 5 NY3d 476, 483 [2005]). Defense counsel should have moved to dismiss the charge of depraved indifference murder.","2013_07757","2005_08766","https://miranda.jurisware.com/case/2005_08766/","[17] https://www.nycourts.gov/reporter/3dseries/2005/2005_08766.htm"
"coa/2013/2013_07757.md","18","bare","People v Stultz, 2 NY3d 277, 284 [2004]). [*12]","2013_07757","2004_03511","https://miranda.jurisware.com/case/2004_03511/","[18] https://www.nycourts.gov/reporter/3dseries/2004/2004_03511.htm"
"coa/2013/2013_07757.md","19","see","People v Harper, 7 NY3d 882, 883 [2006]).^[20][FN7] [*13]","2013_07757","2006_08637","https://miranda.jurisware.com/case/2006_08637/","[19] https://www.nycourts.gov/reporter/3dseries/2006/2006_08637.htm"
"coa/2013/2013_07757.md","21","see","People v Lewie, 17 NY3d 348, 359 [2011]; [22]People v Suarez, 6 NY3d 202, 212 [2005]; [23]People v Payne, 3 NY3d 266, 270 [2004]). But experience s","2013_07757","2011_04766","https://miranda.jurisware.com/case/2011_04766/","[21] https://www.nycourts.gov/reporter/3dseries/2011/2011_04766.htm"
"coa/2013/2013_07757.md","24","see","People v Barboni, 21 NY3d 393, 408 n [2013, Smith, J., concurring] [collecting cases]).","2013_07757","2013_04269","https://miranda.jurisware.com/case/2013_04269/","[24] https://www.nycourts.gov/reporter/3dseries/2013/2013_04269.htm"
"coa/2013/2013_07757.md","25","bare","People v Feingold, 7 NY3d 288, 296 [2006]; [26]see People v Valencia, 14 NY3d 927 [2010]).","2013_07757","2006_05233","https://miranda.jurisware.com/case/2006_05233/","[25] https://www.nycourts.gov/reporter/3dseries/2006/2006_05233.htm"
"coa/2013/2013_07757.md","27","bare","People v Valencia (14 NY3d 927 [2010]), another case involving a drunken wrong-way driver. The majority distinguishes Valencia on the ground that ther","2013_07757","2010_05284","https://miranda.jurisware.com/case/2010_05284/","[27] https://www.nycourts.gov/reporter/3dseries/2010/2010_05284.htm"
"coa/2013/2013_07757.md","28","bare","People v Feingold (7 NY3d 288 [2006]) overruled People v Register (60 NY2d 270 [1983], cert denied 466 US 953 [1984]). We have elsewhere recounted th","2013_07757","2006_05233","https://miranda.jurisware.com/case/2006_05233/","[28] https://www.nycourts.gov/reporter/3dseries/2006/2006_05233.htm"
"coa/2013/2013_07757.md","29","bare","Policano v Herbert, 7 NY3d 588 [2006]), and there is no need to repeat that narrative here. Suffice it to say that jettisoning Register was controvers","2013_07757","2006_08284","https://miranda.jurisware.com/case/2006_08284/","[29] https://www.nycourts.gov/reporter/3dseries/2006/2006_08284.htm"
"coa/2013/2013_07757.md","30","see","People v Suarez, 6 NY3d 202, 219 [2005, Read, J., concurring in result on constraint; Graffeo, J., dissenting]). But the Court ultimately decided t","2013_07757","2005_09811","https://miranda.jurisware.com/case/2005_09811/","[30] https://www.nycourts.gov/reporter/3dseries/2005/2005_09811.htm"
"coa/2013/2013_07758.md","3","see","People v Louree, 8 NY3d 541, 545 [2007]; People v Lopez, 71 NY2d 662, 665-666 [1988]).","2013_07758","2007_04679","https://miranda.jurisware.com/case/2007_04679/","[3] https://www.nycourts.gov/reporter/3dseries/2007/2007_04679.htm"
"coa/2013/2013_07763.md","3","see also","People v Goldstein, 12 NY3d 295, 301 [2009]), ""where a defendant's factual recitation negates an essential element of the crime pleaded to, the court m","2013_07763","2009_03410","https://miranda.jurisware.com/case/2009_03410/","[3] https://www.nycourts.gov/reporter/3dseries/2009/2009_03410.htm"
"coa/2013/2013_07763.md","6","bare","People v Newton, 8 NY3d 460, 463 [2007] [citation and internal quotation marks omitted]). Accordingly, the statutory{**22 NY3d at 985} provision re","2013_07763","2007_03754","https://miranda.jurisware.com/case/2007_03754/","[6] https://www.nycourts.gov/reporter/3dseries/2007/2007_03754.htm"
"coa/2013/2013_07763.md","8","see also","People v Mox, 20 NY3d 936, 938 [2012]).","2013_07763","2012_08441","https://miranda.jurisware.com/case/2012_08441/","[8] https://www.nycourts.gov/reporter/3dseries/2012/2012_08441.htm"
"coa/2013/2013_07824.md","5","see","People v Turner, 5 NY3d 476, 481 [2005] [attorney ineffective for failure to raise a statute-of-limitations defense]). Defendants here are not clai","2013_07824","2005_08766","https://miranda.jurisware.com/case/2005_08766/","[5] https://www.nycourts.gov/reporter/3dseries/2005/2005_08766.htm"
"coa/2013/2013_07824.md","6","bare","People v Gilford, 16 NY3d 864 [2011] [same]). The police stopped the Pontiac roughly one hour and 15 minutes after the crime; Lopez identified Howard","2013_07824","2011_03651","https://miranda.jurisware.com/case/2011_03651/","[6] https://www.nycourts.gov/reporter/3dseries/2011/2011_03651.htm"
"coa/2013/2013_07824.md","8","bare","People v Turner, 5 NY3d 476 [2005]). Here, the failure of counsel to interpose the obvious and plainly meritorious affirmative defense more than li","2013_07824","2005_08766","https://miranda.jurisware.com/case/2005_08766/","[8] https://www.nycourts.gov/reporter/3dseries/2005/2005_08766.htm"
"coa/2013/2013_07825.md","5","bare","People v Muhammad, 17 NY3d 532, 545 [2011]). Factual inconsistency—""which can be attributed to mistake, confusion, compromise or mercy—does not provid","2013_07825","2011_07302","https://miranda.jurisware.com/case/2011_07302/","[5] https://www.nycourts.gov/reporter/3dseries/2011/2011_07302.htm"
"coa/2013/2013_07825.md","6","bare","People v Danielson, 9 NY3d 342, 349 [2007] [internal quotation marks omitted], quoting People v Acosta, 80 NY2d 665, 672 [1993]).","2013_07825","2007_09814","https://miranda.jurisware.com/case/2007_09814/","[6] https://www.nycourts.gov/reporter/3dseries/2007/2007_09814.htm"
"coa/2013/2013_07825.md","7","see","People v Muhammad, 17 NY3d 532, 545 [2011]), such verdicts should be prevented when possible by a trial court, because they harbor irrationality. Here","2013_07825","2011_07302","https://miranda.jurisware.com/case/2011_07302/","[7] https://www.nycourts.gov/reporter/3dseries/2011/2011_07302.htm"
"coa/2013/2013_08193.md","4","bare","People v O'Toole, 96 AD3d 435 [1st Dept 2012]). A Judge of this Court granted the People leave to appeal (20 NY3d 934 [2012]), and we now affirm.{**22 NY3d at 338}","2013_08193","2012_04381","https://miranda.jurisware.com/case/2012_04381/","[4] https://www.nycourts.gov/reporter/3dseries/2012/2012_04381.htm"
"coa/2013/2013_08197.md","3","see","People v Kalin, 12 NY3d 225, 229-230, 230-232 [2009]; Mizell, 72 NY2d at 656-657).","2013_08197","2009_02446","https://miranda.jurisware.com/case/2009_02446/","[3] https://www.nycourts.gov/reporter/3dseries/2009/2009_02446.htm"
"coa/2013/2013_08286.md","4","bare","People v Catu (4 NY3d 242 [2005]). In Catu, we held that a trial court has the constitutional duty to inform a defendant of a mandatory term of P","2013_08286","2005_02362","https://miranda.jurisware.com/case/2005_02362/","[4] https://www.nycourts.gov/reporter/3dseries/2005/2005_02362.htm"
"coa/2013/2013_08286.md","5","bare","People v Van Deusen (7 NY3d 744, 746 [2006]), we held that a defendant may vacate a plea even when the term imposed at sentencing, including both impri","2013_08286","2006_05154","https://miranda.jurisware.com/case/2006_05154/","[5] https://www.nycourts.gov/reporter/3dseries/2006/2006_05154.htm"
"coa/2013/2013_08286.md","6","bare","People v Hill (9 NY3d 189, 192 [2007]), we rejected an attempt to impose PRS through a resentencing proceeding that reduced the period of incarce","2013_08286","2007_08782","https://miranda.jurisware.com/case/2007_08782/","[6] https://www.nycourts.gov/reporter/3dseries/2007/2007_08782.htm"
"coa/2013/2013_08286.md","9","bare","People v Boyd (12 NY3d 390 [2009]).^[10][FN2] A Judge of this Court granted defendant leave to appeal, and we affirm.","2013_08286","2009_03627","https://miranda.jurisware.com/case/2009_03627/","[9] https://www.nycourts.gov/reporter/3dseries/2009/2009_03627.htm"
"coa/2013/2013_08286.md","11","bare","People v Louree, 8 NY3d 541, 545-546 [2007]; Hill, 9 NY3d at 191-192; Boyd, 12 NY3d at 395-396). A court must remedy this constitutional defect by","2013_08286","2007_04679","https://miranda.jurisware.com/case/2007_04679/","[11] https://www.nycourts.gov/reporter/3dseries/2007/2007_04679.htm"
"coa/2013/2013_08286.md","12","bare","People v Sparber, 10 NY3d 457, 470 [2008]). Thus, courts had no legal authority to impose a sentence based on the defendant's understanding of availa","2013_08286","2008_03946","https://miranda.jurisware.com/case/2008_03946/","[12] https://www.nycourts.gov/reporter/3dseries/2008/2008_03946.htm"
"coa/2013/2013_08286.md","13","see also","Matter of Garner v New York State Dept. of Correctional Servs., 10 NY3d 358, 362-363 [2008]; Sparber, 10 NY3d at 470). No part of the analysis in our Catu line of cases, however, prevented the le","2013_08286","2008_03947","https://miranda.jurisware.com/case/2008_03947/","[13] https://www.nycourts.gov/reporter/3dseries/2008/2008_03947.htm"
"coa/2013/2013_08287.md","4","bare","People v Catu (4 NY3d 242 [2005]) and its progeny prescribe plea vacatur because his due process rights were violated, and the dissent agrees (se","2013_08287","2005_02362","https://miranda.jurisware.com/case/2005_02362/","[4] https://www.nycourts.gov/reporter/3dseries/2005/2005_02362.htm"
"coa/2013/2013_08287.md","6","bare","People v Hill (9 NY3d 189 [2007]), though, there is a difference between due process rights and sentencing expectations. When, as here, the defen","2013_08287","2007_08782","https://miranda.jurisware.com/case/2007_08782/","[6] https://www.nycourts.gov/reporter/3dseries/2007/2007_08782.htm"
"coa/2013/2013_08287.md","7","bare","People v Hill, 9 NY3d 189, 191 n 1 [2007]). Acknowledging this bedrock principle of our criminal justice system, the majority nonetheless determi","2013_08287","2007_08782","https://miranda.jurisware.com/case/2007_08782/","[7] https://www.nycourts.gov/reporter/3dseries/2007/2007_08782.htm"
"coa/2013/2013_08287.md","8","see also","People v Catu, 4 NY3d 242, 245 [2005]). The appropriate remedy for a constitutionally defective plea is automatic vacatur (Hill, 9 NY3d at 191 n","2013_08287","2005_02362","https://miranda.jurisware.com/case/2005_02362/","[8] https://www.nycourts.gov/reporter/3dseries/2005/2005_02362.htm"
"coa/2013/2013_08287.md","9","bare","People v Louree, 8 NY3d 541, 545 [2007]; [10]People v Van Deusen, 7 NY3d 744, 746 [2006]; Catu, 4 NY3d at 245; McCarthy v United States, 394 US 459","2013_08287","2007_04679","https://miranda.jurisware.com/case/2007_04679/","[9] https://www.nycourts.gov/reporter/3dseries/2007/2007_04679.htm"
"coa/2013/2013_08287.md","11","see also","People v Rowland, 8 NY3d 342, 345 [2007]; [12]People v Pichardo, 1 NY3d 126, 130 [2003]). Harmless error analysis, including the majority's assessme","2013_08287","2007_02630","https://miranda.jurisware.com/case/2007_02630/","[11] https://www.nycourts.gov/reporter/3dseries/2007/2007_02630.htm"
"coa/2013/2013_08287.md","13","bare","People v Boyd, 12 NY3d 390, 396 [2009, Pigott, J., dissenting]; see also Hill, 9 NY3d at 192; People v Coles, 62 NY2d 908, 910 [1984]).{**22 NY3d","2013_08287","2009_03627","https://miranda.jurisware.com/case/2009_03627/","[13] https://www.nycourts.gov/reporter/3dseries/2009/2009_03627.htm"
"coa/2013/2013_08287.md","14","bare","People v Peque, 22 NY3d 168, 184 [2013], citing Boykin v Alabama, 395 US 238, 244 n 7 [1969], Jamison v Klem, 544 F3d 266, 277 [3d Cir 2008], and [","2013_08287","2013_07651","https://miranda.jurisware.com/case/2013_07651/","[14] https://www.nycourts.gov/reporter/3dseries/2013/2013_07651.htm"
"coa/2013/2013_08288.md","4","bare","People v Louree (8 NY3d 541 [2007]), where we held that a defendant can raise a Catu^[5][FN*] violation—i.e., a claim that the plea was involuntary","2013_08288","2007_04679","https://miranda.jurisware.com/case/2007_04679/","[4] https://www.nycourts.gov/reporter/3dseries/2007/2007_04679.htm"
"coa/2013/2013_08288.md","6","bare","People v Peque, 22 NY3d 168, 182 [2013]; see also People v Clarke, 93 NY2d 904, 906 [1999]; People v Johnson, 82 NY2d 683, 685 [1993]).","2013_08288","2013_07651","https://miranda.jurisware.com/case/2013_07651/","[6] https://www.nycourts.gov/reporter/3dseries/2013/2013_07651.htm"
"coa/2013/2013_08288.md","7","bare","People v Stewart, 16 NY3d 839, 840 [2011]; see also People v Cooks, 67 NY2d 100, 104 [1986]; CPL 440.10 [2] [c]). Putting aside any practical difficu","2013_08288","2011_02718","https://miranda.jurisware.com/case/2011_02718/","[7] https://www.nycourts.gov/reporter/3dseries/2011/2011_02718.htm"
"coa/2013/2013_08288.md","8","bare","People v Haffiz, 19 NY3d 883, 884 [2012] [internal quotation marks and citation omitted]). When a defendant opts to plead guilty, he must waive cert","2013_08288","2012_04376","https://miranda.jurisware.com/case/2012_04376/","[8] https://www.nycourts.gov/reporter/3dseries/2012/2012_04376.htm"
"coa/2013/2013_08288.md","9","bare","People v Alexander, 19 NY3d 203, 219 [2012] [internal quotation marks and citation omitted]). A guilty [*5]plea therefore will not be invalidated ""sole","2013_08288","2012_03475","https://miranda.jurisware.com/case/2012_03475/","[9] https://www.nycourts.gov/reporter/3dseries/2012/2012_03475.htm"
"coa/2013/2013_08288.md","10","see","People v Hightower, 18 NY3d 249, 253 [2011]; [11]People v Dreyden, 15 NY3d 100, 104 [2010]; compare People v Allen, 39 NY2d 916, 917-918 [1976]).","2013_08288","2011_08960","https://miranda.jurisware.com/case/2011_08960/","[10] https://www.nycourts.gov/reporter/3dseries/2011/2011_08960.htm"
"coa/2013/2013_08288.md","12","bare","People v Catu (4 NY3d 242, 245 [2005]), in which we held that ""the failure of a court to advise of postrelease supervision requires reversal of t","2013_08288","2005_02362","https://miranda.jurisware.com/case/2005_02362/","[12] https://www.nycourts.gov/reporter/3dseries/2005/2005_02362.htm"
"coa/2013/2013_08288.md","13","see","e.g. People v Hill, 9 NY3d 189 [2007]; [14]People v Sparber, 10 NY3d 457 [2008]; [15]Matter of Garner v New York State Dept. of Correctional Servs., 1","2013_08288","2007_08782","https://miranda.jurisware.com/case/2007_08782/","[13] https://www.nycourts.gov/reporter/3dseries/2007/2007_08782.htm"
"coa/2013/2013_08288.md","16","bare","People v Williams, 14 NY3d 198 [2010]; [17]People v Lingle, 16 NY3d 621 [2011]; People v Pignataro, 22 NY3d 381 [decided Dec. 12, 2013]).","2013_08288","2010_01527","https://miranda.jurisware.com/case/2010_01527/","[16] https://www.nycourts.gov/reporter/3dseries/2010/2010_01527.htm"
"coa/2013/2013_08288.md","18","bare","People v Mox, 20 NY3d 936, 940-941 [2012, Smith, J., dissenting]), and now quote again, the wise words of Judge Breitel in Nixon (21 NY2d at 354)","2013_08288","2012_08441","https://miranda.jurisware.com/case/2012_08441/","[18] https://www.nycourts.gov/reporter/3dseries/2012/2012_08441.htm"
"coa/2013/2013_08289.md","3","see","People v Solomon, 20 NY3d 91, 97 [2012]).","2013_08289","2012_07223","https://miranda.jurisware.com/case/2012_07223/","[3] https://www.nycourts.gov/reporter/3dseries/2012/2012_07223.htm"
"coa/2013/2013_08289.md","4","bare","People v Konstantinides (14 NY3d 1, 13 [2009]), we declined to adopt such a per se rule in a case where a defense attorney was accused of criminal miscond","2013_08289","2009_09311","https://miranda.jurisware.com/case/2009_09311/","[4] https://www.nycourts.gov/reporter/3dseries/2009/2009_09311.htm"
"coa/2013/2013_08291.md","3","bare","People v Oddone, 89 AD3d 868 [2d Dept 2011]). A Judge of this Court granted leave to appeal (20 NY3d 1102 [2013]), and we now reverse and order a new trial.","2013_08291","2011_08170","https://miranda.jurisware.com/case/2011_08170/","[3] https://www.nycourts.gov/reporter/3dseries/2011/2011_08170.htm"
"coa/2013/2013_08291.md","4","bare","People v LeGrand (8 NY3d 449 [2007]), defendant argues that the exclusion of expert testimony about ""Vierordt's Law"" was error. LeGrand, as the tria","2013_08291","2007_02588","https://miranda.jurisware.com/case/2007_02588/","[4] https://www.nycourts.gov/reporter/3dseries/2007/2007_02588.htm"
"coa/2013/2013_08371.md","3","bare","People v Smith, 95 AD3d 1145 [2012]). A Judge of this Court granted leave to appeal (20 NY3d 989 [2012]), and we now affirm.","2013_08371","2012_03863","https://miranda.jurisware.com/case/2012_03863/","[3] https://www.nycourts.gov/reporter/3dseries/2012/2012_03863.htm"
"coa/2014/2014_00273.md","6","bare","see [generally People v Pignataro, 22 NY3d 381 [2013]; [7]People v Catu, 4 NY3d 242 [2005]).](https://miranda.jurisware.com/case/2013_08286/)","2014_00273","2013_08286","https://miranda.jurisware.com/case/2013_08286/","[6] https://www.nycourts.gov/reporter/3dseries/2013/2013_08286.htm"
"coa/2014/2014_00293.md","4","bare","see [People [*4]v Carncross, 14 NY3d 319, 327-330 [2010]). But waivers, particularly of fundamental constitutional entitlements, to be valid, must be demonstrab","2014_00293","2010_02435","https://miranda.jurisware.com/case/2010_02435/","[4] https://www.nycourts.gov/reporter/3dseries/2010/2010_02435.htm"
